Datos_Completos
age,gender,Academic_Level,Country,avg_daily_usage_hours,Most_Used_Platform,affects_academic_performance,sleep_hours_per_night, mental_health_score ,relationship_status_single,conflicts_over_social_media,addicted_score
22,Female,Graduate,Mexico,10,Instagram,1,7,0,Single,1,9
27,Female,Graduate,Mexico,4,Facebook,0,8,0,Single,1,4
21,Male,Graduate,Mexico,5,Instagram,0,7,0,Single,0,1
30,Female,Graduate,Mexico,6,Instagram,0,6,0,In a relationship,1,7
20,Female,Graduate,Mexico,8,TikTok,0,7,0,In a relationship,2,7
21,Female,Graduate,Mexico,15,Instagram,1,6,0,Complicado,1,10
22,Male,Graduate,Mexico,9,Facebook,1,6,0,Single,4,9
28,Male,Graduate,Mexico,4,Facebook,0,7,0,Single,0,3
20,Male,Graduate,Mexico,7,Twitter,1,6,0,Single,2,9
22,Male,Graduate,Mexico,5,Otra,1,6,0,In a relationship,1,5
20,Male,Graduate,Mexico,18,Otra,0,18,0,In a relationship,0,15
21,Male,Graduate,Mexico,6,TikTok,0,10,0,Single,0,6
21,Male,Graduate,Mexico,5,TikTok,1,7,0,Single,0,8
15,Male,Graduate,Mexico,6,TikTok,1,5,0,Single,2,8
23,Female,Graduate,Mexico,7,TikTok,0,5,0,In a relationship,2,9
19,Female,Graduate,Mexico,5,Instagram,0,7,0,Single,1,4
22,Female,Graduate,Mexico,3,TikTok,0,8,0,In a relationship,0,7
22,Female,Graduate,Mexico,3,Facebook,0,8,0,Single,1,3
24,Male,Graduate,Mexico,7,TikTok,0,8,0,In a relationship,0,4
20,Male,Graduate,Mexico,4,Instagram,0,7,0,In a relationship,0,2
21,Male,Graduate,Mexico,6,Instagram,0,10,0,In a relationship,0,2
22,Female,Graduate,Mexico,4,TikTok,0,9,0,In a relationship,0,2
21,Female,Graduate,Mexico,5,TikTok,1,8,0,In a relationship,0,3
21,Female,Graduate,Mexico,7,Facebook,1,6,0,Single,0,7
24,Male,Graduate,Mexico,12,Facebook,0,6,0,In a relationship,0,7
23,Male,Graduate,Mexico,5,TikTok,0,6,0,Single,0,8
24,Male,Graduate,Mexico,5,Instagram,0,3,0,Single,3,7
10,Male,Graduate,Mexico,2,Instagram,1,8,0,Single,0,7
20,Male,Graduate,Mexico,8,Instagram,1,7,0,Single,0,8
